Географска хијерархија - Округ,Географска хијерархија - Општина,Географска хијерархија - Основна школа,Школска година,Број ученика,Просек 6. разред,Просек 7. разред,Просек 8. разред,Просечан број бодова из ОШ,Просек бодова - Матерњи језик,Просек поена - Матерњи језик,Просек станд. скор - Матерњи језик,Просек бодова - Математика,Просек поена - Математика,Просек станд. скор - Математика,Просек бодова - Трећи тест,Просек поена - Трећи тест,Просек станд. скор - Трећи тест,Просек - завршни испит,Укупан просечан број поена
Град Београд,Сопот,"ОШ ""Јанко Катић"", Рогача",2024/25,13,3.75,3.66,3.67,44.35,6.52,9.17,440,5.41,7.38,415,8.28,13.79,522,20.21,67.18
Град Београд,Сопот,"ОШ ""Јелица Миловановић"", Сопот",2024/25,61,3.81,3.73,3.82,45.45,6.90,9.79,456,8.03,11.50,498,7.70,12.83,472,22.69,70.27
Град Београд,Сопот,"ОШ ""Милорад Мића Марковић"", Мала Иванча",2024/25,30,3.54,3.40,3.47,41.63,5.59,7.62,403,4.25,5.76,382,6.84,11.40,445,16.85,60.18
Град Београд,Сопот,"ОШ ""Цана Марјановић"", Раља",2024/25,57,4.11,4.00,3.92,48.17,7.40,10.18,465,7.10,10.00,468,8.00,13.34,507,22.64,79.40
Град Београд,Стари град,"Математичка гимназија, Београд (Стари Град)",2024/25,46,4.98,4.62,4.83,57.72,11.86,16.95,631,13.63,19.49,658,10.90,18.17,580,36.40,277.06
Град Београд,Стари град,"ОШ ""Браћа Барух"", Београд (Стари Град)",2024/25,72,4.36,4.17,4.26,51.19,9.01,12.88,531,10.90,15.58,580,9.58,15.96,559,29.49,100.03
Град Београд,Стари град,"ОШ ""Вук Караџић"", Београд (Стари Град)",2024/25,99,4.28,4.12,4.33,50.92,9.81,14.02,559,11.42,16.32,595,10.69,17.81,606,31.92,104.13
Град Београд,Стари град,"ОШ ""Драган Ковачевић"", Београд (Стари Град)",2024/25,17,4.32,4.24,4.39,51.80,10.99,11.07,495,10.56,11.80,504,10.56,17.60,616,32.27,80.72
Град Београд,Стари град,"ОШ ""Дринка Павловић"", Београд (Стари Град)",2024/25,110,4.69,4.58,4.71,55.90,10.16,14.58,572,10.99,15.89,582,9.89,16.48,567,30.92,99.98
Град Београд,Стари град,"ОШ ""Краљ Петар Први"", Београд (Стари Град)",2024/25,89,4.55,4.40,4.55,54.05,9.79,13.91,557,10.46,14.83,565,9.21,15.35,530,29.51,106.22
Град Београд,Стари град,"ОШ ""Михаило Петровић Алас"", Београд (Стари Град)",2024/25,85,4.55,4.42,4.57,54.15,10.43,14.86,580,11.01,15.83,585,9.94,16.57,565,31.41,122.04
Град Београд,Стари град,"ОШ ""Скадарлија"", Београд (Стари Град)",2024/25,70,4.52,4.36,4.40,53.10,8.95,12.79,529,10.88,15.54,578,9.41,15.68,544,29.23,105.42
Град Београд,Сурчин,"ОШ ""22. октобар"", Сурчин",2024/25,83,3.66,3.58,3.69,43.72,7.32,10.36,470,7.53,10.57,479,8.07,13.46,507,23.02,74.04
Град Београд,Сурчин,"ОШ ""Бранко Радичевић"", Бољевци",2024/25,37,3.96,3.82,3.83,46.47,7.53,10.54,474,6.68,9.28,453,7.43,12.39,475,21.72,67.81
Град Београд,Сурчин,"ОШ ""Вожд Карађорђе"", Јаково",2024/25,75,3.66,3.55,3.70,43.63,8.22,11.61,500,8.40,12.10,510,8.66,14.43,508,25.32,78.37
Град Београд,Сурчин,"ОШ ""Вук Караџић"", Сурчин",2024/25,111,4.33,4.11,4.09,50.13,9.08,12.97,534,9.26,13.12,531,9.10,15.16,556,27.50,88.36
Град Београд,Сурчин,"ОШ ""Душан Вукасовић Диоген"", Бечмен",2024/25,51,4.21,4.08,4.07,49.45,9.01,12.97,534,9.80,14.08,550,9.71,16.18,588,28.52,80.19
Град Београд,Сурчин,"ОШ ""Стеван Сремац"", Добановци",2024/25,97,3.93,3.86,4.03,47.24,8.48,12.00,510,9.00,12.71,522,8.93,14.88,546,26.47,76.03
Град Београд,Чукарица,"ОШ ""Аца Милосављевић"", Рушањ",2024/25,37,4.19,3.97,4.04,48.78,7.96,11.36,494,7.90,11.28,493,8.31,13.85,502,24.16,81.99
Град Београд,Чукарица,"ОШ ""Бановић Страхиња"", Београд (Чукарица)",2024/25,135,4.29,4.00,4.14,49.70,9.08,12.94,533,9.96,14.20,552,8.90,14.84,524,27.94,95.84
Град Београд,Чукарица,"ОШ ""Бранко Радичевић"", Велика Моштаница",2024/25,44,4.13,4.14,4.10,49.48,8.69,12.42,520,8.98,12.83,524,8.88,14.81,534,26.56,76.84
Град Београд,Чукарица,"ОШ ""Браћа Јерковић"", Београд (Чукарица)",2024/25,125,4.18,3.99,4.16,49.33,8.14,11.63,501,8.26,11.80,504,8.34,13.89,502,24.74,92.66
Град Београд,Чукарица,"ОШ ""Вук Караџић"", Сремчица",2024/25,106,3.98,3.85,3.90,46.92,8.05,11.50,498,7.20,10.28,473,7.84,13.07,492,23.09,74.45
Град Београд,Чукарица,"ОШ ""Доситеј Обрадовић"", Умка",2024/25,57,4.23,4.16,4.33,50.89,9.87,14.08,561,10.16,14.52,558,9.14,15.23,532,29.20,86.78
Град Београд,Чукарица,"ОШ ""Душко Радовић"", Сремчица",2024/25,60,4.19,4.09,4.09,49.51,8.52,11.94,508,8.67,12.21,512,8.16,13.60,503,25.41,90.30
Град Београд,Чукарица,"ОШ ""Ђорђе Крстић"", Београд (Чукарица)",2024/25,170,4.27,4.19,4.28,50.95,8.99,12.91,531,8.83,12.61,520,8.43,14.05,509,26.25,95.72
Град Београд,Чукарица,"ОШ ""Јосиф Панчић"", Београд (Чукарица)",2024/25,166,4.52,4.36,4.42,53.23,10.04,14.24,565,11.21,16.10,590,10.11,16.84,582,31.36,112.81
Град Београд,Чукарица,"ОШ ""Карађорђе"", Остружница",2024/25,45,4.06,3.95,3.86,47.45,8.04,11.49,497,8.45,12.07,509,8.45,14.08,520,24.94,83.38
Град Београд,Чукарица,"ОШ ""Љуба Ненадовић"", Београд (Чукарица)",2024/25,146,4.48,4.36,4.47,53.23,8.95,12.84,529,9.30,13.36,533,8.55,14.25,516,26.80,85.99
Град Београд,Чукарица,"ОШ ""Милоје Павловић"", Београд (Чукарица)",2024/25,14,4.39,4.34,4.36,52.35,12.60,,,12.73,,,,,,36.32,
Град Београд,Чукарица,"ОШ ""Милош Црњански"", Београд (Чукарица)",2024/25,92,4.61,4.49,4.43,54.12,9.96,14.18,563,10.17,14.47,557,9.25,15.41,531,29.40,95.07
Град Београд,Чукарица,"ОШ ""Мирослав Антић"", Београд (Чукарица)",2024/25,132,4.20,4.03,4.09,49.30,8.15,11.59,500,7.93,11.28,493,8.08,13.47,493,24.19,86.77
Град Београд,Чукарица,"ОШ ""Плави Круг"", Београд (Чукарица)",2024/25,28,4.61,4.41,4.40,53.66,6.85,10.10,456,7.90,11.58,493,7.57,12.62,464,22.23,134.86
Град Београд,Чукарица,"ОШ ""Руђер Бошковић"", Београд (Чукарица)",2024/25,32,4.69,4.64,4.59,55.68,7.64,10.92,483,9.38,13.40,536,8.51,14.18,513,25.53,110.07
Град Београд,Чукарица,"ОШ ""Стефан Дечански"", Београд (Чукарица)",2024/25,92,3.94,3.85,3.91,46.79,7.55,10.53,474,6.78,9.40,455,7.96,13.27,482,22.33,69.83
Град Београд,Чукарица,"ОШ ""Уједињене Нације"", Београд (Чукарица)",2024/25,171,4.27,4.13,4.20,50.40,9.04,12.88,531,9.75,13.84,545,9.15,15.24,530,27.99,92.63
Град Београд,Чукарица,"ОШ ""Филип Кљајић Фића"", Београд (Чукарица)",2024/25,85,4.24,4.16,4.21,50.45,8.58,12.15,514,8.78,12.37,515,8.89,14.81,521,26.31,94.74
Град Београд,Чукарица,"Школа за основно и средње образовање са домом ""Свети Сава"", Умка",2024/25,7,3.98,4.22,4.13,49.33,10.10,,,11.80,,,,,,31.80,
Зајечарски управни округ,Бољевац,"ОШ ""9. српска бригада"", Бољевац",2024/25,41,4.24,4.08,4.12,49.76,7.16,10.23,467,6.88,9.83,464,8.14,13.57,485,22.19,78.12
Зајечарски управни округ,Бољевац,"ОШ ""Ђорђе Симеоновић"", Подгорац",2024/25,22,4.04,3.85,3.96,47.37,5.71,8.16,416,4.80,6.86,404,6.01,10.02,408,16.53,64.01
Зајечарски управни округ,Бољевац,"ОШ ""Ђура Јакшић"", Сумраковац",2024/25,12,4.27,4.10,4.16,50.11,5.54,8.36,421,6.21,9.41,456,6.74,11.23,452,18.03,72.85
Зајечарски управни округ,Зајечар,"ОШ ""15. мај"", Мали Јасеновац",2024/25,2,4.47,4.50,4.74,54.80,7.88,11.25,492,3.85,5.50,377,6.90,11.50,399,18.63,73.43
Зајечарски управни округ,Зајечар,"ОШ ""Владислав Петковић Дис"", Грљан",2024/25,32,4.13,4.14,4.12,49.58,5.70,8.14,415,4.65,6.64,400,8.16,13.59,492,18.50,69.35
Зајечарски управни округ,Зајечар,"ОШ ""Вук Караџић"", Велики Извор",2024/25,9,3.75,3.70,3.93,45.55,5.76,8.22,417,4.63,6.61,399,5.47,9.11,395,15.85,61.40
Зајечарски управни округ,Зајечар,"ОШ ""Десанка Максимовић"", Зајечар",2024/25,46,4.39,4.25,4.29,51.71,8.13,11.62,501,8.38,11.97,507,8.45,14.09,505,24.96,79.84
Зајечарски управни округ,Зајечар,"ОШ ""Доситеј Обрадовић"", Вражогрнац",2024/25,10,3.96,3.91,3.80,46.65,6.41,8.28,419,4.52,5.72,382,6.77,11.28,426,18.21,64.92
Зајечарски управни округ,Зајечар,"ОШ ""Ђура Јакшић"", Зајечар",2024/25,49,4.12,4.10,4.10,49.26,7.41,10.17,463,6.94,9.51,455,7.36,12.26,468,21.98,79.33
Зајечарски управни округ,Зајечар,"ОШ ""Јеремија Илић Јегор"", Рготина",2024/25,11,3.99,3.95,4.03,47.89,7.00,7.78,407,7.06,8.50,427,6.98,11.63,463,21.75,70.06
Зајечарски управни округ,Зајечар,"ОШ ""Јован Јовановић Змај"", Салаш",2024/25,9,3.68,3.68,3.62,43.94,5.06,7.22,393,4.39,6.28,393,6.53,10.89,443,15.98,59.93
Зајечарски управни округ,Зајечар,"ОШ ""Љуба Нешић"", Зајечар",2024/25,85,4.22,4.13,4.22,50.24,7.85,11.21,491,7.88,11.30,494,8.12,13.53,496,23.85,91.33
Зајечарски управни округ,Зајечар,"ОШ ""Љубица Радосављевић Нада"", Зајечар",2024/25,66,4.11,3.97,4.08,48.65,6.71,9.74,455,6.09,8.74,442,7.10,11.83,449,20.03,70.48
Зајечарски управни округ,Зајечар,"ОШ ""Хајдук Вељко"", Зајечар",2024/25,70,4.17,4.11,4.11,49.57,7.36,10.28,468,5.96,8.40,435,7.30,12.16,468,20.65,72.06
Зајечарски управни округ,Зајечар,"Школа за основно и средње образовање ""Јелена Мајсторовић"", Зајечар",2024/25,2,2.50,3.00,3.20,34.80,7.88,,,6.65,,,,,,21.43,
Зајечарски управни округ,Књажевац,"ОШ ""Вук Караџић"", Књажевац",2024/25,69,4.18,4.10,4.20,49.92,7.06,9.96,460,6.96,9.82,464,7.11,11.85,445,21.19,75.04
Зајечарски управни округ,Књажевац,"ОШ ""Димитрије Тодоровић Каплар"", Књажевац",2024/25,86,3.82,3.63,3.80,45.01,5.88,8.15,416,5.43,7.51,418,6.44,10.73,419,17.83,67.17
Зајечарски управни округ,Књажевац,"ОШ ""Дубрава"", Књажевац",2024/25,42,4.11,4.01,4.15,49.07,6.03,8.54,422,5.97,8.41,436,6.42,10.71,420,18.51,68.93
Зајечарски управни округ,Књажевац,"ОШ ""Младост"", Књажевац",2024/25,22,2.81,2.70,2.78,33.17,6.91,9.42,447,4.07,6.83,404,8.80,14.67,526,18.60,66.19
Зајечарски управни округ,Сокобања,"ОШ ""Митрополит Михаило"", Сокобања",2024/25,119,3.76,3.70,3.74,44.78,7.12,10.03,462,6.74,9.65,460,8.10,13.50,483,21.90,74.23
Западнобачки управни округ,Апатин,"ОШ ""Жарко Зрењанин"", Апатин",2024/25,117,4.18,3.94,4.03,48.61,6.77,9.48,448,6.83,9.38,455,7.89,13.14,479,21.60,72.34
Западнобачки управни округ,Апатин,"ОШ ""Иван Горан Ковачић"", Сонта",2024/25,26,3.44,3.34,3.51,41.15,6.40,8.54,425,5.25,6.98,407,6.60,11.00,421,18.37,66.90
Западнобачки управни округ,Апатин,"ОШ ""Јожеф Атила"", Купусина",2024/25,8,4.50,4.36,4.63,53.97,8.36,11.94,545,6.56,9.38,455,7.13,11.88,459,22.04,97.70
Западнобачки управни округ,Апатин,"ОШ ""Киш Ференц"", Свилојево",2024/25,7,3.60,3.60,3.80,44.01,6.20,8.86,433,4.20,6.00,387,6.77,11.29,446,17.17,63.14
Западнобачки управни округ,Апатин,"ОШ ""Младост"", Пригревица",2024/25,22,3.94,3.80,3.92,46.62,5.82,8.32,420,6.03,8.61,440,7.13,11.89,453,18.98,65.61
Западнобачки управни округ,Кула,"Основна и средња школа са домом ученика ""Петро Кузмјак"""" , Руски Крстур",2024/25,28,4.23,4.17,3.90,49.18,9.01,12.76,502,5.79,7.98,427,6.92,11.54,432,21.82,70.67
Западнобачки управни округ,Кула,"ОШ ""20.октобар"", Сивац",2024/25,67,4.07,3.74,3.86,46.69,8.07,11.52,498,8.69,12.42,516,8.44,14.07,501,25.20,74.44
Западнобачки управни округ,Кула,"ОШ ""Вељко Влаховић"", Крушчић",2024/25,6,3.97,3.75,3.83,46.20,4.84,6.92,386,5.89,8.42,436,6.45,10.75,418,17.18,63.38
Западнобачки управни округ,Кула,"ОШ ""Вук Караџић"", Црвенка",2024/25,67,4.08,4.03,4.08,48.76,8.23,11.74,504,7.66,10.76,483,7.93,13.21,489,23.98,80.98
Западнобачки управни округ,Кула,"ОШ ""Иса Бајић"", Кула",2024/25,80,4.22,4.07,4.10,49.55,8.38,11.49,500,9.09,12.71,522,7.79,12.98,478,25.47,80.35
Западнобачки управни округ,Кула,"ОШ ""Никола Тесла"", Липар",2024/25,15,4.11,3.96,4.12,48.77,7.12,10.17,465,8.77,12.53,519,8.54,14.23,514,24.43,73.20
Западнобачки управни округ,Кула,"ОШ ""Петефи бригада"", Кула",2024/25,79,3.98,3.97,4.04,48.00,6.70,9.43,451,6.33,9.33,454,7.44,12.41,458,20.36,82.02
Западнобачки управни округ,Оџаци,"ОШ ""Бора Станковић"", Каравуково",2024/25,31,4.31,4.24,4.25,51.20,9.47,13.55,548,10.04,14.52,559,8.59,14.32,526,28.10,80.61
Западнобачки управни округ,Оџаци,"ОШ ""Бранко Радичевић"", Оџаци",2024/25,35,3.97,3.94,4.02,47.72,7.93,11.33,493,8.42,12.03,508,11.29,18.81,622,27.64,75.35
Западнобачки управни округ,Оџаци,"ОШ ""Вук Караџић"", Дероње",2024/25,25,4.07,3.99,4.06,48.48,8.51,11.55,499,7.56,10.41,476,7.95,13.25,487,24.27,76.88
Западнобачки управни округ,Оџаци,"ОШ ""Јожеф Атила"", Богојево",2024/25,7,3.51,3.28,3.50,41.13,3.60,5.14,351,2.85,4.07,348,4.59,7.64,340,11.04,63.14
Западнобачки управни округ,Оџаци,"ОШ ""Коста Стаменковић"", Српски Милетић",2024/25,22,4.10,3.93,4.14,48.70,8.81,12.00,510,7.53,10.75,483,6.87,11.44,454,23.68,73.22
Западнобачки управни округ,Оџаци,"ОШ ""Марко Орешковић"", Бачки Грачац",2024/25,11,4.01,3.83,3.87,46.85,11.93,17.05,634,11.39,16.27,594,11.40,19.00,643,34.72,82.59
Западнобачки управни округ,Оџаци,"ОШ ""Мирослав Антић"", Оџаци",2024/25,41,4.35,4.12,4.22,50.76,10.58,15.11,586,11.70,16.72,603,10.23,17.05,599,32.51,92.97
Западнобачки управни округ,Оџаци,"ОШ ""Нестор Жучни"", Лалић",2024/25,8,4.08,4.04,4.10,48.88,5.95,8.50,424,5.16,7.38,415,7.58,12.63,462,18.69,67.57
Западнобачки управни округ,Оџаци,"ОШ ""Никола Тесла"", Бачки Брестовац",2024/25,21,4.03,3.88,3.86,47.07,7.12,9.97,460,8.08,11.29,493,8.72,14.53,527,23.96,72.13
Западнобачки управни округ,Оџаци,"ОШ ""Ратко Павловић Ћићко"", Ратково",2024/25,26,3.93,3.88,4.03,47.37,8.44,11.33,493,6.29,8.78,443,8.03,13.39,487,22.92,70.54
Западнобачки управни округ,Сомбор,"ОШ  ""Братство-јединство"", Бездан",2024/25,24,4.02,3.96,4.06,48.19,6.69,9.55,459,7.06,9.26,453,7.59,12.64,469,21.50,85.93
